Crops,Crop,Crop Year,District Name,Season,Soil,State Name,Type Of  Watersource,Type Of Crop,Area,ARIYALUR,CAUVERY,CHENGLEPUT,COIMBATORE,Cropduration Max,Cropduration Min,CUDDALORE,DHARMAPURI,DINDIGUL,ERODE,HILLY REGIONS OF SHEVROY,JAWAD HILLS,KANCHEEPURAM,KANYAKUMARI,KARUR,KOLLI HILLS,KRISHNAGIRI,MADURAI,Max Temp,Min Temp,NAGAPATTINAM,NAMAKAL,PERAMBALUR,Production,PUDUKKOTTAI,RAMANATHANPURAM,Relative Humidity Max,Relative Humidity Min,SALEM,SIVAGANGAI,Soil Ph High,Soil Ph Low,TANJORE,THALAVADI HILLS,THE NILGRIS,THENI,THIRUCHIRAPALLI,THIRUNELVELI,THIRUPPUR,THIRUVALLUR,THIRUVANNAMALAI,THOOTHUKUDI,TIRUVARUR,VELLORE,VILLUPURAM,VIRUDHUNAGAR,Water Required Min,Waterrequired Max
rice,Rice,2003,DINDIGUL,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,11437,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,32378,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,DINDIGUL,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,366,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,517,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,ERODE,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,32090,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,40870,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,ERODE,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,10495,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,23991,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,ERODE,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,8429,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,6804,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,ERODE,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,1944,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,7962,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,ERODE,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,657,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,1093,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,KANCHIPURAM,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,34112,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,90131,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,KANCHIPURAM,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,12,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,19,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,KANCHIPURAM,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,1362,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,3035,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,KANCHIPURAM,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,97117,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,295638,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,KANCHIPURAM,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,6,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,8,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,KANNIYAKUMARI,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,87,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,106,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
rice,Rice,2003,KANNIYAKUMARI,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,17320,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,52897,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
groundnut,Groundnut,2003,KARUR,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,3419,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,5001,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,KARUR,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,31,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,76,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,KARUR,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,17,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,40,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,KARUR,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,9321,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,24070,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,KARUR,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,1123,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,1482,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,MADURAI,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,5742,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,8446,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,MADURAI,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,794,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,1591,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,MADURAI,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,178,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,274,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,MADURAI,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,23934,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,65024,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,MADURAI,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,328,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,306,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,NAGAPATTINAM,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,2817,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,3641,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,NAGAPATTINAM,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,62,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,164,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,NAGAPATTINAM,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,2,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,5,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,NAGAPATTINAM,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,136039,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,259866,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,NAGAPATTINAM,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,44,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,57,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,NAMAKKAL,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,44499,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,61630,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,NAMAKKAL,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,626,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,1167,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,NAMAKKAL,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,595,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,1096,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,NAMAKKAL,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,7479,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,24358,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,NAMAKKAL,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,435,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,312,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,PERAMBALUR,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,34450,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,49319,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,PERAMBALUR,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,36861,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,43581,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,PERAMBALUR,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,153,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,225,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,PERAMBALUR,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,36382,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,85910,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,PERAMBALUR,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,1540,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,1992,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,PUDUKKOTTAI,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,21510,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,27601,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,PUDUKKOTTAI,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,202,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,415,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,PUDUKKOTTAI,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,203,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,349,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,PUDUKKOTTAI,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,79768,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,146603,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,PUDUKKOTTAI,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,11,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,14,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,RAMANATHAPURAM,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,9151,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,3587,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,RAMANATHAPURAM,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,34,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,40,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,RAMANATHAPURAM,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,2109,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,3259,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,RAMANATHAPURAM,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,121031,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,20771,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,RAMANATHAPURAM,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,45,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,58,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,SALEM,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,24080,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,25951,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,SALEM,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,11207,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,20845,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,SALEM,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,12076,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,20233,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,SALEM,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,13585,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,43645,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,SALEM,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,281,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,363,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
varagu,Varagu,2003,SALEM,Kharif,clay-based soil,Tamil Nadu,rainfed,millets,746,0,0,0,0,120,120,1,1,1,0,0,0,1,0,1,0,1,1,27,25,1,1,1,1060,0,1,20,15,1,0,6.5,5.5,1,0,0,1,1,0,0,1,1,0,1,1,1,0,500,900
groundnut,Groundnut,2003,SIVAGANGA,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,7706,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,10613,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,SIVAGANGA,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,7,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,14,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,SIVAGANGA,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,376,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,616,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,SIVAGANGA,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,71955,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,49833,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
groundnut,Groundnut,2003,THANJAVUR,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,8065,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,14459,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,THANJAVUR,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,735,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,1966,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,THANJAVUR,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,20,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,48,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,THANJAVUR,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,123293,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,354937,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,THANJAVUR,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,116,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,150,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,THE NILGIRIS,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,3,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,4,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
ragi,Ragi,2003,THE NILGIRIS,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,1,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,1,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,THE NILGIRIS,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,1635,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,5414,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
groundnut,Groundnut,2003,THENI,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,2999,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,3608,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,THENI,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,6557,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,13145,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,THENI,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,104,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,183,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,THENI,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,14228,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,55234,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,THENI,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,135,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,175,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,THIRUVALLUR,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,18459,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,57561,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
ragi,Ragi,2003,THIRUVALLUR,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,473,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,918,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,THIRUVALLUR,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,74942,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,195536,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,THIRUVALLUR,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,15,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,19,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,THIRUVARUR,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,1325,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,3130,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,THIRUVARUR,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,56,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,164,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
ragi,Ragi,2003,THIRUVARUR,Kharif,"red, black, sandy, loamy and shallow black soils.",Tamil Nadu,both,millets,9,1,1,1,1,120,100,1,1,1,1,1,1,1,0,1,1,1,1,27,11,1,1,1,21,1,1,20,15,1,1,8.2,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,700,1200
rice,Rice,2003,THIRUVARUR,Kharif,Alluvia or loamy and clayey soil,Tamil Nadu,both,cereals,121437,0,0,0,1,150,150,1,1,1,1,0,0,1,1,1,0,1,1,40,20,1,1,1,169428,1,1,80,60,1,1,8,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,900,2500
sunflower,Sunflower,2003,THIRUVARUR,Kharif,"Loams, silt loams, clay loams, or silty clay loams",Tamil Nadu,both,oil seeds,26,0,0,0,1,95,85,1,1,1,1,0,0,0,0,1,0,0,1,25,20,0,1,1,34,0,1,98,80,1,1,8,6.5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,350,500
groundnut,Groundnut,2003,TIRUCHIRAPPALLI,Kharif,Well-drained sandy loam or sandy clay loam soil,Tamil Nadu,both,oil seeds,12583,1,0,0,1,150,140,1,1,1,1,0,0,1,0,1,0,1,1,47,11,1,1,1,20484,1,1,65,65,1,1,7,6.5,1,0,0,1,0,1,1,1,1,1,0,1,1,1,500,700
maize,Maize,2003,TIRUCHIRAPPALLI,Kharif,temperate podzols to the leached red soils of the tropics.,Tamil Nadu,both,millets,6369,1,1,1,1,110,105,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,8458,1,1,85,60,1,1,7,5.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,500,800
